accuracy	brier_score	cross_entropy	trim_cross_entropy	roc_auc	alpha_true	corrupt_frac	model
0.9459029296630121	0.10962241510444562	0.3487778350796201	0.32011187	0.9933723222859814	0.26278849201571547	0.4	DGA-PN-model-0.40
0.8725607993508235	0.1403404501247369	0.41401573766681404	0.38117722	0.9927570348868766	0.2773678105520952	0.45	DGA-PN-model-0.45
0.8947665367617097	0.1360258942829075	0.40510451077802345	0.37144324	0.9935484877558034	0.2773686437697673	0.45	DGA-PN-model-0.45
0.8553283669936929	0.14292368346257053	0.42110049424022994	0.3830445	0.9931450081513035	0.2773686437697673	0.45	DGA-PN-model-0.45
0.8787700430464037	0.1386144122342898	0.409675598721098	0.37679103	0.9942594522805673	0.2773678105520952	0.45	DGA-PN-model-0.45
0.8896291601075463	0.13482224017904926	0.4023365343964078	0.3709245	0.9928802165075126	0.2773678105520952	0.45	DGA-PN-model-0.45
0.7100402949155966	0.16387924410363935	0.4626510562570146	0.43101966	0.9919398488276402	0.29024874584210536	0.5	DGA-PN-model-0.50
0.7332943270191862	0.16167426889177694	0.4590840630032723	0.4234844	0.9930093484175109	0.29024951685914446	0.5	DGA-PN-model-0.50
0.6884161695102966	0.16941946088174603	0.4768675592381009	0.43882915	0.9923153101251596	0.29024951685914446	0.5	DGA-PN-model-0.50
0.7215670841285541	0.16272696213342425	0.4596701337071626	0.42704588	0.9936933144152712	0.29024874584210536	0.5	DGA-PN-model-0.50
0.7133931432233258	0.16404378280599888	0.46385163440337496	0.42852092	0.9929662039153208	0.29024874584210536	0.5	DGA-PN-model-0.50
0.47669895135703666	0.1943958191699886	0.5268891334994826	0.49349147	0.9909968394835498	0.30162249464716495	0.55	DGA-PN-model-0.55
0.4907621206897152	0.19383393176466698	0.5279447011613272	0.4900354	0.9919271135158038	0.3016232121703412	0.55	DGA-PN-model-0.55
0.49308856871206025	0.19655422194276398	0.5353825312046838	0.49487218	0.9917225308698103	0.3016232121703412	0.55	DGA-PN-model-0.55
0.474792081690651	0.19374814016311626	0.5245409776388453	0.4910299	0.9931253404137947	0.30162249464716495	0.55	DGA-PN-model-0.55
0.4990074251563741	0.19341568838724968	0.5259290090379006	0.4901268	0.9918573536442692	0.30162249464716495	0.55	DGA-PN-model-0.55
0.9827327405766666	0.014057393448102464	0.06444183165859017	0.002643497	0.9980058540359276	0.060665495617667674	0.05	DGA-PU-model-0.05
0.982725775163426	0.014531961795891207	0.0797296634897395	0.0012718622	0.997627862067867	0.060667632931582526	0.05	DGA-PU-model-0.05
0.982311333075613	0.01461550106806239	0.07107452196914145	0.0025990268	0.9977117777941231	0.060667632931582526	0.05	DGA-PU-model-0.05
0.9837008762520374	0.013760118939715512	0.07276234541569519	0.0013714358	0.9977534853421555	0.060665495617667674	0.05	DGA-PU-model-0.05
0.9829172645333853	0.013990735276303727	0.06826910586319487	0.002112363	0.9977521797404565	0.060665495617667674	0.05	DGA-PU-model-0.05
0.9810610413989336	0.015646547803529583	0.07609394282781932	0.0029236057	0.9974963091699044	0.1082328640936261	0.1	DGA-PU-model-0.10
0.9812142804902257	0.015914341385062116	0.08576689744590431	0.0019993763	0.9972865039918253	0.1082346734840876	0.1	DGA-PU-model-0.10
0.9812142804902257	0.015818866955422322	0.08154473661696848	0.002556917	0.9972541635857453	0.1082346734840876	0.1	DGA-PU-model-0.10
0.9822311689397211	0.015005174493840694	0.08057622171049135	0.0017415672	0.9972795173263898	0.1082328640936261	0.1	DGA-PU-model-0.10
0.981256007689843	0.01567509526715271	0.08275221356394588	0.002440879	0.9970822644369709	0.1082328640936261	0.1	DGA-PU-model-0.10
0.9795948219117969	0.016943570217852217	0.08404230443573865	0.0037529436	0.996976326423011	0.14668467241972435	0.15000000000000002	DGA-PU-model-0.15
0.9802565361696496	0.016830166184170235	0.09580010964259421	0.0021424328	0.9968375974563219	0.14668623385843918	0.15000000000000002	DGA-PU-model-0.15
0.9794276519940237	0.017673781418004207	0.10129907695712152	0.0022785396	0.9966204442541644	0.14668623385843918	0.15000000000000002	DGA-PU-model-0.15
0.9809669420336291	0.01602979048648224	0.08744044571272715	0.0021382642	0.9970568197901764	0.14668467241972435	0.15000000000000002	DGA-PU-model-0.15
0.9803957761587005	0.0163036788370021	0.08228278695327831	0.0028177367	0.9971749254677401	0.14668467241972435	0.15000000000000002	DGA-PU-model-0.15
0.9785569753389545	0.018424690053111693	0.10932934527536398	0.0027880373	0.9960283392098743	0.17854479102847554	0.2	DGA-PU-model-0.20
0.9785918024051572	0.018370499108521534	0.10387940347548129	0.0030042583	0.9962452311701311	0.17854615862297452	0.2	DGA-PU-model-0.20
0.9776479889110621	0.019255298711437073	0.11576937101242474	0.0032582986	0.9958613737612133	0.17854615862297452	0.2	DGA-PU-model-0.20
0.9800788487524902	0.017047076969559392	0.09833516158741337	0.002018373	0.996444277855522	0.17854479102847554	0.2	DGA-PU-model-0.20
0.9790862739088643	0.01770543874378386	0.09592404209341374	0.0028878802	0.9966327368757982	0.17854479102847554	0.2	DGA-PU-model-0.20
0.9767738295493726	0.020050860462469386	0.12171937766031823	0.003696918	0.995384167261308	0.20492695152515436	0.25	DGA-PU-model-0.25
0.9768539318016389	0.01988395733291256	0.11720300320879219	0.0038168805	0.9958360275457653	0.2049281665624938	0.25	DGA-PU-model-0.25
0.9762061483702674	0.020439569240226933	0.1225760014485711	0.004159308	0.9952861468525327	0.2049281665624938	0.25	DGA-PU-model-0.25
0.9792220999400972	0.017868531626858	0.10294599457337478	0.0025898856	0.996170019158087	0.20492695152515436	0.25	DGA-PU-model-0.25
0.9775016368778123	0.01910251464407829	0.10606838393886647	0.0035884995	0.9959947887515033	0.20492695152515436	0.25	DGA-PU-model-0.25
0.9756071228315798	0.02074820699480458	0.11353942848275676	0.005719665	0.9953130480155037	0.22714914350798554	0.3	DGA-PU-model-0.30
0.9754399529138065	0.021158530560412166	0.12531247479839747	0.004733654	0.9955308295978293	0.22715023563742218	0.3	DGA-PU-model-0.30
0.9749419258671069	0.02160925762868327	0.12964129332773067	0.005162568	0.9946040761529982	0.22715023563742218	0.3	DGA-PU-model-0.30
0.9775086023153114	0.01919039231174184	0.1105536261344334	0.0037381276	0.9955384677901377	0.22714914350798554	0.3	DGA-PU-model-0.30
0.9761886519092264	0.020462221203111305	0.1213703565446704	0.0042356355	0.9952283229677578	0.22714914350798554	0.3	DGA-PU-model-0.30
0.9737891499757952	0.022769772634633968	0.1422012372601239	0.0060675074	0.9939113699742826	0.24633728507167782	0.35000000000000003	DGA-PU-model-0.35
0.9747782386559538	0.02169360287918331	0.12545953663405032	0.0055058612	0.9950530792910753	0.24633827518934293	0.35000000000000003	DGA-PU-model-0.35
0.973534912392515	0.022576265277368012	0.12715808952413618	0.007241707	0.9945104419987222	0.24633827518934293	0.35000000000000003	DGA-PU-model-0.35
0.9762548235654681	0.02052541595014889	0.12463437663683671	0.00401995	0.9947807954274903	0.24633728507167782	0.35000000000000003	DGA-PU-model-0.35
0.9736671635345416	0.02272563732770761	0.1354314876574169	0.0064490344	0.9941794226450515	0.24633728507167782	0.35000000000000003	DGA-PU-model-0.35
0.9719607290001497	0.0244769462094267	0.15150927868943453	0.0084593715	0.9928911651906089	0.26278849201571547	0.4	DGA-PU-model-0.40
0.9724065154475452	0.02391400604469301	0.14387442716133594	0.0077299383	0.9942449575406648	0.26278939770877485	0.4	DGA-PU-model-0.40
0.9721174507980622	0.024249076701432334	0.15110336866787774	0.00804341	0.9934366731016626	0.26278939770877485	0.4	DGA-PU-model-0.40
0.9739353328782581	0.022398051144075684	0.1296711828120511	0.006579173	0.9940470087905513	0.26278849201571547	0.4	DGA-PU-model-0.40
0.9719745622222532	0.02398221072383499	0.1355011020184621	0.008926987	0.9940033492178331	0.26278849201571547	0.4	DGA-PU-model-0.40
0.9697979681889577	0.026448314550972376	0.17308260917137283	0.010756016	0.9919856690686458	0.2773678105520952	0.45	DGA-PU-model-0.45
0.9697805546558563	0.02592680218552752	0.14738265419682475	0.011650528	0.9935487788827565	0.2773686437697673	0.45	DGA-PU-model-0.45
0.9693208373819798	0.026742270750881474	0.168428160106551	0.012120961	0.9924042714628426	0.2773686437697673	0.45	DGA-PU-model-0.45
0.9728835518158896	0.023621302888135406	0.14381361621135935	0.0071509667	0.993607985408869	0.2773678105520952	0.45	DGA-PU-model-0.45
0.9701531003162308	0.025559697398411352	0.14566197969358166	0.011252702	0.9932816884574843	0.2773678105520952	0.45	DGA-PU-model-0.45
0.9689238088272683	0.027354804154443045	0.1776240245642795	0.012656049	0.9912107471176199	0.29024874584210536	0.5	DGA-PU-model-0.50
0.9667784615491776	0.028573971688840582	0.16467853029630267	0.016799806	0.9920178083980009	0.29024951685914446	0.5	DGA-PU-model-0.50
0.9671650419840283	0.02850954307392366	0.17591231090740608	0.015841331	0.9915669789460736	0.29024951685914446	0.5	DGA-PU-model-0.50
0.9709192984411351	0.025051707585976458	0.1467343527589924	0.0102669755	0.9927116366247061	0.29024874584210536	0.5	DGA-PU-model-0.50
0.9684012927851998	0.027507791496327778	0.17248082870276016	0.013237297	0.9921390137382959	0.29024874584210536	0.5	DGA-PU-model-0.50
0.9650301428257985	0.030381342448411765	0.1886476796316666	0.02019877	0.9898060656529678	0.30162249464716495	0.55	DGA-PU-model-0.55
0.9636614391240297	0.03184414794812826	0.20495338331360105	0.0233589	0.990221893593259	0.3016232121703412	0.55	DGA-PU-model-0.55
0.9647654571226575	0.030625237427389655	0.18865967187968605	0.020725882	0.9906712164333357	0.3016232121703412	0.55	DGA-PU-model-0.55
0.9687495646601563	0.02714489795718892	0.1630571760348448	0.013286291	0.9918825264525036	0.30162249464716495	0.55	DGA-PU-model-0.55
0.9644275106919465	0.03077263811523328	0.1838390456756325	0.021493949	0.9907594156216901	0.30162249464716495	0.55	DGA-PU-model-0.55
