accuracy	brier_score	cross_entropy	trim_cross_entropy	roc_auc	alpha_true	corrupt_frac	model
0.94753	0.04374493114955344	0.2194417868807513	0.07848926	0.9770847093000001	0.047755082607246584	0.05	DGA-Biased-model-0.05
0.95059	0.04002906812906997	0.19824389324377167	0.074372746	0.9799316010999999	0.048110101931543255	0.05	DGA-Biased-model-0.05
0.94915	0.041830657963612204	0.19916833066031467	0.08236685	0.9791520539500002	0.04815162944542934	0.05	DGA-Biased-model-0.05
0.9509	0.04156296559474589	0.24102976890514038	0.0702464	0.97570990455	0.048295060254819	0.05	DGA-Biased-model-0.05
0.94894	0.041486401089806224	0.17650087440456405	0.08737167	0.98230154215	0.04827241615874816	0.05	DGA-Biased-model-0.05
0.946475	0.04464166628941932	0.20377972602843888	0.10426501	0.9801787769500001	0.0910158276869004	0.1	DGA-Biased-model-0.10
0.941075	0.04766704440587537	0.1972945378102109	0.11990037	0.9808858128	0.09144252427552005	0.1	DGA-Biased-model-0.10
0.945345	0.04755995763775081	0.22778476694193625	0.114073835	0.9762735639	0.09125331313896251	0.1	DGA-Biased-model-0.10
0.94936	0.04280874455039561	0.19308406884650972	0.109852634	0.981254086	0.09154913583611546	0.1	DGA-Biased-model-0.10
0.946755	0.043576420671687884	0.19450571108807685	0.11017375	0.9816536844000001	0.09149411363894462	0.1	DGA-Biased-model-0.10
0.94385	0.05095388174596607	0.2218984031543885	0.14024912	0.98096506195	0.13071194691547622	0.15000000000000002	DGA-Biased-model-0.15
0.93692	0.05350206456939267	0.220494486005381	0.14942095	0.9801022049000001	0.13103613079354504	0.15000000000000002	DGA-Biased-model-0.15
0.937815	0.053345866024305806	0.21510846141080375	0.1489138	0.9817188167	0.1307465800310758	0.15000000000000002	DGA-Biased-model-0.15
0.947705	0.051771483064695784	0.23051726634856878	0.14280088	0.98005850645	0.13084101995806308	0.15000000000000002	DGA-Biased-model-0.15
0.945855	0.051238699440914505	0.22789850154045893	0.13838142	0.97885722195	0.13132234456099204	0.15000000000000002	DGA-Biased-model-0.15
0.943365	0.06014466805893591	0.2439999382385935	0.17745113	0.9810709524500001	0.16683734929302677	0.2	DGA-Biased-model-0.20
0.94041	0.05806239685242941	0.23802654089103856	0.17192012	0.9804768612500001	0.1676233218072285	0.2	DGA-Biased-model-0.20
0.935055	0.06256455814914218	0.2570549414218958	0.17627089	0.9786769688000001	0.16717561490200433	0.2	DGA-Biased-model-0.20
0.941325	0.05911493249889379	0.2475885509816455	0.16682768	0.9789115908499999	0.1673923073987601	0.2	DGA-Biased-model-0.20
0.937055	0.0613140084977891	0.249457233128597	0.18013668	0.97937973655	0.16733742263176885	0.2	DGA-Biased-model-0.20
0.94227	0.06934158010862929	0.26976771669891625	0.20679258	0.9805512868999999	0.20021061120571582	0.25	DGA-Biased-model-0.25
0.93497	0.06650223279676652	0.2610965967545937	0.19862136	0.9795622451500001	0.20104130949329374	0.25	DGA-Biased-model-0.25
0.93337	0.07067688884386762	0.2800339086335063	0.20409626	0.9779745564000001	0.2000373315911924	0.25	DGA-Biased-model-0.25
0.931505	0.07614733834279296	0.3063797735582558	0.21196546	0.9756487494499999	0.20116629720607912	0.25	DGA-Biased-model-0.25
0.941255	0.06686257231668669	0.2666686365071962	0.19912869	0.9793371986	0.20040246409307316	0.25	DGA-Biased-model-0.25
0.9392	0.0817721846542812	0.30084344274993824	0.23902173	0.979934201	0.2306311389223707	0.3	DGA-Biased-model-0.30
0.93472	0.0812871522500594	0.3032346802058539	0.2361561	0.97866474085	0.2317590796473774	0.3	DGA-Biased-model-0.30
0.93165	0.0812380253954482	0.30876804154889875	0.23006178	0.9775885657500001	0.23055467389945272	0.3	DGA-Biased-model-0.30
0.91931	0.09372862686112544	0.32633831600546565	0.26805523	0.9766588911499998	0.23171235310500252	0.3	DGA-Biased-model-0.30
0.937725	0.07784313399014102	0.29609631760954697	0.23011068	0.9776493659000001	0.23111670687285554	0.3	DGA-Biased-model-0.30
0.93452	0.09444632112539335	0.3306673236355093	0.26896825	0.97952479115	0.25915407743074637	0.35000000000000003	DGA-Biased-model-0.35
0.916465	0.10186977585278917	0.34839400164789824	0.2823656	0.9792658825999999	0.2599536237604223	0.35000000000000003	DGA-Biased-model-0.35
0.922635	0.09903814904720849	0.3533107870338633	0.2729054	0.975995899	0.2591975257197359	0.35000000000000003	DGA-Biased-model-0.35
0.916535	0.10760426299003324	0.3583729443593091	0.30047157	0.97655118405	0.26041429126117854	0.35000000000000003	DGA-Biased-model-0.35
0.92684	0.10165522769111274	0.36552871384761043	0.27910113	0.9752017935	0.25958833111209834	0.35000000000000003	DGA-Biased-model-0.35
0.91949	0.1091775571134911	0.3666714955433381	0.29816735	0.9788663846499999	0.2859777939093906	0.4	DGA-Biased-model-0.40
0.911495	0.11653984063800739	0.3789051600624191	0.3184238	0.9758303513	0.2867014399714681	0.4	DGA-Biased-model-0.40
0.912245	0.11695002132940199	0.3930056752033663	0.313813	0.9745913038	0.2855930916851966	0.4	DGA-Biased-model-0.40
